ID,SVL,Population,Colour,BodyRegion,Background,dS,dL
m101,111,Hawaii,Courtship,gular,Leaf_B1,0.750029064,35.9003371
m101,111,Hawaii,Courtship,gular,Leaf_B2,1.629486343,35.9940408
m101,111,Hawaii,Courtship,gular,Leaf_T1,5.231387194,57.8353767
m101,111,Hawaii,Courtship,gular,Leaf_T2,2.906851607,56.3127576
m101,111,Hawaii,Courtship,gular,Stem1,2.540156996,37.9364221
m101,111,Hawaii,Courtship,gular,Stem2,1.590935751,43.3611807
m101,111,Hawaii,Courtship,midflank,Leaf_B1,3.391144367,30.1761307
m101,111,Hawaii,Courtship,midflank,Leaf_B2,5.036293451,30.2698344
m101,111,Hawaii,Courtship,midflank,Leaf_T1,3.040992724,52.1111703
m101,111,Hawaii,Courtship,midflank,Leaf_T2,3.59729227,50.5885513
m101,111,Hawaii,Courtship,midflank,Stem1,5.619898595,32.2122157
m101,111,Hawaii,Courtship,midflank,Stem2,4.89165672,37.6369744
m101,111,Hawaii,Courtship,tailbase,Leaf_B1,1.867406823,17.7303437
m101,111,Hawaii,Courtship,tailbase,Leaf_B2,1.623649556,17.8240474
m101,111,Hawaii,Courtship,tailbase,Leaf_T1,6.527969471,39.6653834
m101,111,Hawaii,Courtship,tailbase,Leaf_T2,4.140307009,38.1427643
m101,111,Hawaii,Courtship,tailbase,Stem1,1.527201112,19.7664287
m101,111,Hawaii,Courtship,tailbase,Stem2,0.726495616,25.1911874
m101b,108,Hawaii,Courtship,gular,Leaf_B1,3.707745743,32.359635
m101b,108,Hawaii,Courtship,gular,Leaf_B2,2.413202275,32.4533387
m101b,108,Hawaii,Courtship,gular,Leaf_T1,8.170930615,54.2946747
m101b,108,Hawaii,Courtship,gular,Leaf_T2,5.323343011,52.7720556
m101b,108,Hawaii,Courtship,gular,Stem1,2.562002788,34.39572
m101b,108,Hawaii,Courtship,gular,Stem2,2.478712484,39.8204787
m101b,108,Hawaii,Courtship,midflank,Leaf_B1,4.343485908,28.6137588
m101b,108,Hawaii,Courtship,midflank,Leaf_B2,5.962568621,28.7074625
m101b,108,Hawaii,Courtship,midflank,Leaf_T1,2.29516144,50.5487985
m101b,108,Hawaii,Courtship,midflank,Leaf_T2,3.904012176,49.0261794
m101b,108,Hawaii,Courtship,midflank,Stem1,6.692793245,30.6498438
m101b,108,Hawaii,Courtship,midflank,Stem2,5.970605238,36.0746025
m101b,108,Hawaii,Courtship,tailbase,Leaf_B1,3.30190161,9.4658718
m101b,108,Hawaii,Courtship,tailbase,Leaf_B2,2.358238571,9.5595755
m101b,108,Hawaii,Courtship,tailbase,Leaf_T1,7.970202335,31.4009114
m101b,108,Hawaii,Courtship,tailbase,Leaf_T2,5.413817089,29.8782923
m101b,108,Hawaii,Courtship,tailbase,Stem1,0.623319085,11.5019568
m101b,108,Hawaii,Courtship,tailbase,Stem2,1.497137101,16.9267154
m101b,108,Hawaii,Courtship,topflank,Leaf_B1,3.004230966,22.0317958
m101b,108,Hawaii,Courtship,topflank,Leaf_B2,4.643432074,22.1254995
m101b,108,Hawaii,Courtship,topflank,Leaf_T1,3.541156431,43.9668355
m101b,108,Hawaii,Courtship,topflank,Leaf_T2,3.628210221,42.4442164
m101b,108,Hawaii,Courtship,topflank,Stem1,5.131297317,24.0678808
m101b,108,Hawaii,Courtship,topflank,Stem2,4.391015277,29.4926395
m101c,136,Hawaii,Courtship,gular,Leaf_B1,1.021244915,22.3200657
m101c,136,Hawaii,Courtship,gular,Leaf_B2,2.685695323,22.4137694
m101c,136,Hawaii,Courtship,gular,Leaf_T1,3.961182469,44.2551053
m101c,136,Hawaii,Courtship,gular,Leaf_T2,2.252994356,42.7324862
m101c,136,Hawaii,Courtship,gular,Stem1,3.546259226,24.3561507
m101c,136,Hawaii,Courtship,gular,Stem2,2.720094644,29.7809093
m101c,136,Hawaii,Courtship,midflank,Leaf_B1,2.252703242,28.1499413
m101c,136,Hawaii,Courtship,midflank,Leaf_B2,3.841934326,28.243645
m101c,136,Hawaii,Courtship,midflank,Leaf_T1,3.921738363,50.0849809
m101c,136,Hawaii,Courtship,midflank,Leaf_T2,3.224525773,48.5623618
m101c,136,Hawaii,Courtship,midflank,Stem1,4.516089633,30.1860263
m101c,136,Hawaii,Courtship,midflank,Stem2,3.640420718,35.6107849
m101c,136,Hawaii,Courtship,tailbase,Leaf_B1,2.549777987,12.8297968
m101c,136,Hawaii,Courtship,tailbase,Leaf_B2,2.223238061,12.9235005
m101c,136,Hawaii,Courtship,tailbase,Leaf_T1,6.921160158,34.7648365
m101c,136,Hawaii,Courtship,tailbase,Leaf_T2,4.554931719,33.2422174
m101c,136,Hawaii,Courtship,tailbase,Stem1,2.41012681,14.8658818
m101c,136,Hawaii,Courtship,tailbase,Stem2,1.766733653,20.2906405
m101c,136,Hawaii,Courtship,topflank,Leaf_B1,1.632829434,1.1340214
m101c,136,Hawaii,Courtship,topflank,Leaf_B2,1.766709536,1.2277251
m101c,136,Hawaii,Courtship,topflank,Leaf_T1,6.132392874,23.0690611
m101c,136,Hawaii,Courtship,topflank,Leaf_T2,3.83673499,21.546442
m101c,136,Hawaii,Courtship,topflank,Stem1,2.106418608,3.1701064
m101c,136,Hawaii,Courtship,topflank,Stem2,1.221044516,8.5948651
m104,112,Hawaii,Courtship,gular,Leaf_B1,7.567657786,26.9238677
m104,112,Hawaii,Courtship,gular,Leaf_B2,9.104820981,27.0175714
m104,112,Hawaii,Courtship,gular,Leaf_T1,4.055865347,48.8589073
m104,112,Hawaii,Courtship,gular,Leaf_T2,6.68887949,47.3362882
m104,112,Hawaii,Courtship,gular,Stem1,9.792467331,28.9599527
m104,112,Hawaii,Courtship,gular,Stem2,9.160338726,34.3847113
m104,112,Hawaii,Courtship,midflank,Leaf_B1,4.349390234,31.2213743
m104,112,Hawaii,Courtship,midflank,Leaf_B2,5.908092331,31.3150781
m104,112,Hawaii,Courtship,midflank,Leaf_T1,3.203701622,53.156414
m104,112,Hawaii,Courtship,midflank,Leaf_T2,4.293851337,51.6337949
m104,112,Hawaii,Courtship,midflank,Stem1,6.398391274,33.2574594
m104,112,Hawaii,Courtship,midflank,Stem2,5.777729129,38.682218
m104,112,Hawaii,Courtship,tailbase,Leaf_B1,2.616240617,35.6332122
m104,112,Hawaii,Courtship,tailbase,Leaf_B2,1.53019327,35.7269159
m104,112,Hawaii,Courtship,tailbase,Leaf_T1,7.285289999,57.5682519
m104,112,Hawaii,Courtship,tailbase,Leaf_T2,4.612481325,56.0456328
m104,112,Hawaii,Courtship,tailbase,Stem1,0.274456079,37.6692972
m104,112,Hawaii,Courtship,tailbase,Stem2,0.914870792,43.0940559
m104,112,Hawaii,Courtship,topflank,Leaf_B1,1.973780011,23.8253857
m104,112,Hawaii,Courtship,topflank,Leaf_B2,3.399786461,23.9190894
m104,112,Hawaii,Courtship,topflank,Leaf_T1,4.530257876,45.7604253
m104,112,Hawaii,Courtship,topflank,Leaf_T2,3.431711808,44.2378062
m104,112,Hawaii,Courtship,topflank,Stem1,3.63856801,25.8614707
m104,112,Hawaii,Courtship,topflank,Stem2,2.994685501,31.2862293
m108,,Kenya,Courtship,gular,Leaf_B1,2.737771051,22.2351652
m108,,Kenya,Courtship,gular,Leaf_B2,3.054182718,23.5538726
m108,,Kenya,Courtship,gular,Leaf_T1,4.965214288,37.8890118
m108,,Kenya,Courtship,gular,Leaf_T2,3.340553159,38.9648207
m108,,Kenya,Courtship,gular,Stem1,4.755491417,32.8037103
m108,,Kenya,Courtship,gular,Stem2,5.383987835,23.8340549
m108,,Kenya,Courtship,midflank,Leaf_B1,5.568448531,14.8398169
m108,,Kenya,Courtship,midflank,Leaf_B2,4.751199601,16.1585243
m108,,Kenya,Courtship,midflank,Leaf_T1,1.833285054,30.4936635
m108,,Kenya,Courtship,midflank,Leaf_T2,4.226737368,31.5694724
m108,,Kenya,Courtship,midflank,Stem1,5.356673621,25.4083621
m108,,Kenya,Courtship,midflank,Stem2,5.666865486,16.4387066
m108,,Kenya,Courtship,midflank,Leaf_B1,7.929217873,19.5912688
m108,,Kenya,Courtship,midflank,Leaf_B2,7.106219371,20.9099762
m108,,Kenya,Courtship,midflank,Leaf_T1,4.15265761,35.2451154
m108,,Kenya,Courtship,midflank,Leaf_T2,6.575619801,36.3209242
m108,,Kenya,Courtship,midflank,Stem1,7.458241851,30.1598139
m108,,Kenya,Courtship,midflank,Stem2,7.637126697,21.1901584
m108,,Kenya,Courtship,tailbase,Leaf_B1,0.689114431,5.436921
m108,,Kenya,Courtship,tailbase,Leaf_B2,1.429826712,6.7556283
m108,,Kenya,Courtship,tailbase,Leaf_T1,4.414912634,21.0907676
m108,,Kenya,Courtship,tailbase,Leaf_T2,1.926549998,22.1665764
m108,,Kenya,Courtship,tailbase,Stem1,2.722055821,16.0054661
m108,,Kenya,Courtship,tailbase,Stem2,3.481691954,7.0358106
m108,,Kenya,Courtship,topflank,Leaf_B1,3.914186349,4.4920244
m108,,Kenya,Courtship,topflank,Leaf_B2,3.181392957,5.8107317
m108,,Kenya,Courtship,topflank,Leaf_T1,1.121590224,20.1458709
m108,,Kenya,Courtship,topflank,Leaf_T2,2.540242869,21.2216798
m108,,Kenya,Courtship,topflank,Stem1,3.634276217,15.0605695
m108,,Kenya,Courtship,topflank,Stem2,4.226811041,6.090914
m11b,,Kenya,Courtship,gular,Leaf_B1,5.208951744,29.6986833
m11b,,Kenya,Courtship,gular,Leaf_B2,4.397137062,31.0173906
m11b,,Kenya,Courtship,gular,Leaf_T1,1.617986798,45.3525299
m11b,,Kenya,Courtship,gular,Leaf_T2,3.924033252,46.4283387
m11b,,Kenya,Courtship,gular,Stem1,5.231625183,40.2672284
m11b,,Kenya,Courtship,gular,Stem2,5.547329273,31.2975729
m11b,,Kenya,Courtship,midflank,Leaf_B1,7.028818686,26.8378516
m11b,,Kenya,Courtship,midflank,Leaf_B2,6.162904357,28.1565589
m11b,,Kenya,Courtship,midflank,Leaf_T1,3.894806065,42.4916982
m11b,,Kenya,Courtship,midflank,Leaf_T2,5.807186442,43.567507
m11b,,Kenya,Courtship,midflank,Stem1,6.381565534,37.4063967
m11b,,Kenya,Courtship,midflank,Stem2,6.309961265,28.4367412
m11b,,Kenya,Courtship,tailbase,Leaf_B1,2.638716757,0.7963685
m11b,,Kenya,Courtship,tailbase,Leaf_B2,2.632202766,2.1150758
m11b,,Kenya,Courtship,tailbase,Leaf_T1,4.753205299,16.4502151
m11b,,Kenya,Courtship,tailbase,Leaf_T2,3.140207611,17.5260239
m11b,,Kenya,Courtship,tailbase,Stem1,4.096514792,11.3649136
m11b,,Kenya,Courtship,tailbase,Stem2,4.366321844,2.3952581
m11b,,Kenya,Courtship,topflank,Leaf_B1,4.176546496,13.5962349
m11b,,Kenya,Courtship,topflank,Leaf_B2,3.33287545,14.9149422
m11b,,Kenya,Courtship,topflank,Leaf_T1,1.327948725,29.2500815
m11b,,Kenya,Courtship,topflank,Leaf_T2,2.923235697,30.3258903
m11b,,Kenya,Courtship,topflank,Stem1,4.089705271,24.16478
m11b,,Kenya,Courtship,topflank,Stem2,4.386998394,15.1951245
m13,130,Kenya,Courtship,gular,Leaf_B1,6.55911394,19.4521786
m13,130,Kenya,Courtship,gular,Leaf_B2,5.72503812,20.7708859
m13,130,Kenya,Courtship,gular,Leaf_T1,3.033597429,35.1060252
m13,130,Kenya,Courtship,gular,Leaf_T2,5.225910936,36.181834
m13,130,Kenya,Courtship,gular,Stem1,5.978513432,30.0207237
m13,130,Kenya,Courtship,gular,Stem2,6.141239572,21.0510682
m13,130,Kenya,Courtship,midflank,Leaf_B1,6.935078551,22.9278254
m13,130,Kenya,Courtship,midflank,Leaf_B2,6.072461242,24.2465328
m13,130,Kenya,Courtship,midflank,Leaf_T1,3.964829,38.581672
m13,130,Kenya,Courtship,midflank,Leaf_T2,5.726358771,39.6574808
m13,130,Kenya,Courtship,midflank,Stem1,6.126701,33.4963705
m13,130,Kenya,Courtship,midflank,Stem2,6.014178326,24.526715
m13,130,Kenya,Courtship,tailbase,Leaf_B1,1.33079786,7.2262432
m13,130,Kenya,Courtship,tailbase,Leaf_B2,1.319441724,8.5449506
m13,130,Kenya,Courtship,tailbase,Leaf_T1,3.935923976,22.8800898
m13,130,Kenya,Courtship,tailbase,Leaf_T2,1.861211427,23.9558987
m13,130,Kenya,Courtship,tailbase,Stem1,2.94275526,17.7947883
m13,130,Kenya,Courtship,tailbase,Stem2,3.463276799,8.8251328
m13,130,Kenya,Courtship,topflank,Leaf_B1,4.869720879,13.81636
m13,130,Kenya,Courtship,topflank,Leaf_B2,4.019471608,15.1350673
m13,130,Kenya,Courtship,topflank,Leaf_T1,2.08034162,29.4702066
m13,130,Kenya,Courtship,topflank,Leaf_T2,3.698342619,30.5460154
m13,130,Kenya,Courtship,topflank,Stem1,4.727722459,24.3849051
m13,130,Kenya,Courtship,topflank,Stem2,4.861803393,15.4152496
m13,130,Kenya,Courtship,topflank,Leaf_B1,5.380247044,6.8755996
m13,130,Kenya,Courtship,topflank,Leaf_B2,4.528266555,8.194307
m13,130,Kenya,Courtship,topflank,Leaf_T1,2.10114832,22.5294462
m13,130,Kenya,Courtship,topflank,Leaf_T2,4.109218378,23.6052551
m13,130,Kenya,Courtship,topflank,Stem1,5.063065799,17.4441447
m13,130,Kenya,Courtship,topflank,Stem2,5.230807695,8.4744893
m17a,125,Kenya,Courtship,gular,Leaf_B1,1.189295723,22.1879958
m17a,125,Kenya,Courtship,gular,Leaf_B2,1.040115624,23.5067032
m17a,125,Kenya,Courtship,gular,Leaf_T1,3.439104748,37.8418424
m17a,125,Kenya,Courtship,gular,Leaf_T2,0.988002916,38.9176513
m17a,125,Kenya,Courtship,gular,Stem1,1.494999491,32.7565409
m17a,125,Kenya,Courtship,gular,Stem2,2.564275584,23.7868855
m17a,125,Kenya,Courtship,midflank,Leaf_B1,4.459214514,20.2432803
m17a,125,Kenya,Courtship,midflank,Leaf_B2,3.605454308,21.5619877
m17a,125,Kenya,Courtship,midflank,Leaf_T1,1.588224651,35.8971269
m17a,125,Kenya,Courtship,midflank,Leaf_T2,3.185980292,36.9729358
m17a,125,Kenya,Courtship,midflank,Stem1,4.098819078,30.8118254
m17a,125,Kenya,Courtship,midflank,Stem2,4.333868808,21.84217
m17a,125,Kenya,Courtship,tailbase,Leaf_B1,2.109679089,15.0666186
m17a,125,Kenya,Courtship,tailbase,Leaf_B2,2.70737002,16.385326
m17a,125,Kenya,Courtship,tailbase,Leaf_T1,5.617917681,30.7204652
m17a,125,Kenya,Courtship,tailbase,Leaf_T2,3.306956476,31.7962741
m17a,125,Kenya,Courtship,tailbase,Stem1,3.831963521,25.6351637
m17a,125,Kenya,Courtship,tailbase,Stem2,4.299898225,16.6655083
m17a,125,Kenya,Courtship,topflank,Leaf_B1,2.024840207,12.4452793
m17a,125,Kenya,Courtship,topflank,Leaf_B2,1.238271066,13.7639867
m17a,125,Kenya,Courtship,topflank,Leaf_T1,2.108084319,28.0991259
m17a,125,Kenya,Courtship,topflank,Leaf_T2,0.88645911,29.1749348
m17a,125,Kenya,Courtship,topflank,Stem1,2.655588977,23.0138244
m17a,125,Kenya,Courtship,topflank,Stem2,3.300923397,14.044169
m17b,,Kenya,Courtship,gular,Leaf_B1,2.103020518,14.8591079
m17b,,Kenya,Courtship,gular,Leaf_B2,1.717881069,16.1778152
m17b,,Kenya,Courtship,gular,Leaf_T1,2.396633018,30.5129544
m17b,,Kenya,Courtship,gular,Leaf_T2,1.345113711,31.5887633
m17b,,Kenya,Courtship,gular,Stem1,3.452243094,25.427653
m17b,,Kenya,Courtship,gular,Stem2,4.255677991,16.4579975
m17b,,Kenya,Courtship,midflank,Leaf_B1,7.181255013,17.3121949
m17b,,Kenya,Courtship,midflank,Leaf_B2,6.326334741,18.6309022
m17b,,Kenya,Courtship,midflank,Leaf_T1,3.747630288,32.9660414
m17b,,Kenya,Courtship,midflank,Leaf_T2,5.892008975,34.0418503
m17b,,Kenya,Courtship,midflank,Stem1,6.590584961,27.88074
m17b,,Kenya,Courtship,midflank,Stem2,6.630591074,18.9110845
m17b,,Kenya,Courtship,tailbase,Leaf_B1,0.58511972,12.0635295
m17b,,Kenya,Courtship,tailbase,Leaf_B2,0.539258219,13.3822369
m17b,,Kenya,Courtship,tailbase,Leaf_T1,3.752369992,27.7173761
m17b,,Kenya,Courtship,tailbase,Leaf_T2,1.25283376,28.793185
m17b,,Kenya,Courtship,tailbase,Stem1,2.023707446,22.6320746
m17b,,Kenya,Courtship,tailbase,Stem2,2.716106774,13.6624192
m17b,,Kenya,Courtship,topflank,Leaf_B1,2.367712439,5.2925598
m17b,,Kenya,Courtship,topflank,Leaf_B2,1.727400379,3.9738524
m17b,,Kenya,Courtship,topflank,Leaf_T1,2.104595031,10.3612868
m17b,,Kenya,Courtship,topflank,Leaf_T2,1.088443351,11.4370956
m17b,,Kenya,Courtship,topflank,Stem1,2.264426876,5.2759853
m17b,,Kenya,Courtship,topflank,Stem2,3.107703906,3.6936702
m18c,123,Kenya,Courtship,gular,Leaf_B1,4.415709958,17.0659761
m18c,123,Kenya,Courtship,gular,Leaf_B2,3.632915539,18.3846835
m18c,123,Kenya,Courtship,gular,Leaf_T1,0.66625063,32.7198227
m18c,123,Kenya,Courtship,gular,Leaf_T2,3.081915492,33.7956316
m18c,123,Kenya,Courtship,gular,Stem1,4.513739339,27.6345213
m18c,123,Kenya,Courtship,gular,Stem2,4.979468772,18.6648658
m18c,123,Kenya,Courtship,midflank,Leaf_B1,10.19090358,16.5699138
m18c,123,Kenya,Courtship,midflank,Leaf_B2,9.359378375,17.8886212
m18c,123,Kenya,Courtship,midflank,Leaf_T1,6.50360156,32.2237604
m18c,123,Kenya,Courtship,midflank,Leaf_T2,8.847671434,33.2995693
m18c,123,Kenya,Courtship,midflank,Stem1,9.492873124,27.1384589
m18c,123,Kenya,Courtship,midflank,Stem2,9.547369601,18.1688035
m18c,123,Kenya,Courtship,tailbase,Leaf_B1,2.151334866,4.4521941
m18c,123,Kenya,Courtship,tailbase,Leaf_B2,1.920310877,5.7709015
m18c,123,Kenya,Courtship,tailbase,Leaf_T1,3.426151271,20.1060407
m18c,123,Kenya,Courtship,tailbase,Leaf_T2,2.098813144,21.1818496
m18c,123,Kenya,Courtship,tailbase,Stem1,3.741054657,15.0207392
m18c,123,Kenya,Courtship,tailbase,Stem2,4.297559004,6.0510838
m18c,123,Kenya,Courtship,topflank,Leaf_B1,6.291861567,4.0198593
m18c,123,Kenya,Courtship,topflank,Leaf_B2,5.537844451,5.3385667
m18c,123,Kenya,Courtship,topflank,Leaf_T1,2.37870567,19.6737059
m18c,123,Kenya,Courtship,topflank,Leaf_T2,4.978683304,20.7495147
m18c,123,Kenya,Courtship,topflank,Stem1,6.446605578,14.5884044
m18c,123,Kenya,Courtship,topflank,Stem2,6.859661584,5.6187489
m19c,128,Kenya,Courtship,gular,Leaf_B1,5.043871435,11.9757368
m19c,128,Kenya,Courtship,gular,Leaf_B2,4.23598048,13.2944442
m19c,128,Kenya,Courtship,gular,Leaf_T1,1.855441548,27.6295834
m19c,128,Kenya,Courtship,gular,Leaf_T2,3.702510407,28.7053923
m19c,128,Kenya,Courtship,gular,Stem1,4.459254965,22.544282
m19c,128,Kenya,Courtship,gular,Stem2,4.770192565,13.5746265
m19c,128,Kenya,Courtship,gular,Leaf_B1,4.418976582,21.5896643
m19c,128,Kenya,Courtship,gular,Leaf_B2,3.642188294,22.9083717
m19c,128,Kenya,Courtship,gular,Leaf_T1,0.598569177,37.2435109
m19c,128,Kenya,Courtship,gular,Leaf_T2,3.059261445,38.3193197
m19c,128,Kenya,Courtship,gular,Stem1,4.437227308,32.1582094
m19c,128,Kenya,Courtship,gular,Stem2,4.927160882,23.1885539
m19c,128,Kenya,Courtship,midflank,Leaf_B1,10.50643226,15.9428278
m19c,128,Kenya,Courtship,midflank,Leaf_B2,9.673829273,17.2615352
m19c,128,Kenya,Courtship,midflank,Leaf_T1,6.698911664,31.5966744
m19c,128,Kenya,Courtship,midflank,Leaf_T2,9.168313144,32.6724833
m19c,128,Kenya,Courtship,midflank,Stem1,10.03406531,26.511373
m19c,128,Kenya,Courtship,midflank,Stem2,10.11864181,17.5417175
m19c,128,Kenya,Courtship,midflank,Leaf_B1,8.068259546,14.8814973
m19c,128,Kenya,Courtship,midflank,Leaf_B2,7.266389843,16.2002046
m19c,128,Kenya,Courtship,midflank,Leaf_T1,4.159665973,30.5353439
m19c,128,Kenya,Courtship,midflank,Leaf_T2,6.726332889,31.6111527
m19c,128,Kenya,Courtship,midflank,Stem1,7.885653374,25.4500424
m19c,128,Kenya,Courtship,midflank,Stem2,8.138548993,16.4803869
m19c,128,Kenya,Courtship,tailbase,Leaf_B1,1.713096526,1.5449991
m19c,128,Kenya,Courtship,tailbase,Leaf_B2,2.088478547,2.8637065
m19c,128,Kenya,Courtship,tailbase,Leaf_T1,4.221596791,17.1988457
m19c,128,Kenya,Courtship,tailbase,Leaf_T2,2.294148608,18.2746546
m19c,128,Kenya,Courtship,tailbase,Stem1,3.777916317,12.1135442
m19c,128,Kenya,Courtship,tailbase,Stem2,4.561934596,3.1438888
m19c,128,Kenya,Courtship,tailbase,Leaf_B1,2.536150599,11.1813982
m19c,128,Kenya,Courtship,tailbase,Leaf_B2,2.999913545,12.5001056
m19c,128,Kenya,Courtship,tailbase,Leaf_T1,5.30234628,26.8352448
m19c,128,Kenya,Courtship,tailbase,Leaf_T2,3.390590145,27.9110536
m19c,128,Kenya,Courtship,tailbase,Stem1,4.54810319,21.7499433
m19c,128,Kenya,Courtship,tailbase,Stem2,5.154533872,12.7802878
m19c,128,Kenya,Courtship,topflank,Leaf_B1,7.737448249,9.100673
m19c,128,Kenya,Courtship,topflank,Leaf_B2,6.953487593,10.4193804
m19c,128,Kenya,Courtship,topflank,Leaf_T1,3.821255408,24.7545196
m19c,128,Kenya,Courtship,topflank,Leaf_T2,6.412766154,25.8303284
m19c,128,Kenya,Courtship,topflank,Stem1,7.709811948,19.6692181
m19c,128,Kenya,Courtship,topflank,Stem2,8.011397392,10.6995626
m19c,128,Kenya,Courtship,topflank,Leaf_B1,6.273537132,9.8372343
m19c,128,Kenya,Courtship,topflank,Leaf_B2,5.529340828,11.1559416
m19c,128,Kenya,Courtship,topflank,Leaf_T1,2.30652506,25.4910809
m19c,128,Kenya,Courtship,topflank,Leaf_T2,4.940275404,26.5668897
